st,state,year,partycontrol,democracy_mcmc,democracy_mcmc_sd,democracy_mcmc_se,democracy_additive
ND,North Dakota,2011,0,0.429675842,0.302841448,0.002141412,1.142996714
ND,North Dakota,2010,0,0.435881395,0.303396151,0.002145335,1.153712701
ND,North Dakota,2009,0,0.699261959,0.304836659,0.002155521,1.431067469
ND,North Dakota,2008,0,0.687608348,0.305312213,0.002158883,1.432510594
ND,North Dakota,2007,0,0.692088159,0.304639947,0.00215413,1.415118356
ND,North Dakota,2006,0,0.700552996,0.30446624,0.002152901,1.440559255
ND,North Dakota,2005,0,0.624391132,0.304192142,0.002150963,1.418718196
ND,North Dakota,2004,0,0.637879093,0.303677066,0.002147321,1.177243979
ND,North Dakota,2003,0,0.61246394,0.306479331,0.002167136,1.097153963
ND,North Dakota,2002,0,0.716313294,0.304193151,0.00215097,1.356439752
ND,North Dakota,2001,0,0.787051296,0.304190784,0.002150954,1.405176441
ND,North Dakota,2000,0,0.786636644,0.304672485,0.00215436,1.406121366
OH,Ohio,2018,0,-1.74244247,0.306066265,0.002164215,-1.00367603
OH,Ohio,2017,0,-1.688201271,0.308115683,0.002178707,-1.045135645
OH,Ohio,2016,0,-1.687497115,0.3067552,0.002169087,-1.045135645
OH,Ohio,2015,0,-2.271471143,0.307756272,0.002176165,-1.976497563
OH,Ohio,2014,0,-2.270259725,0.310047782,0.002192369,-1.976497563
OH,Ohio,2013,0,-2.520488756,0.307295076,0.002172904,-2.350788792
OH,Ohio,2012,0,-2.498483004,0.311490399,0.00220257,-2.403073553
OH,Ohio,2011,0,0.106643851,0.303920989,0.002149046,-1.11900392
OH,Ohio,2010,1,0.095467282,0.304155278,0.002150703,-1.041229036
OH,Ohio,2009,1,0.619563091,0.304411257,0.002152513,-1.126908026
OH,Ohio,2008,1,0.581908814,0.304056352,0.002150003,-1.15983993
OH,Ohio,2007,1,-0.641638524,0.304942604,0.00215627,-2.012118772
OH,Ohio,2006,0,-0.647380541,0.304579516,0.002153702,-2.014828296
OH,Ohio,2005,0,-0.668850727,0.305331493,0.00215902,-1.3916657
OH,Ohio,2004,0,-0.6625175,0.304201998,0.002151033,-1.38949642
OH,Ohio,2003,0,-0.596787912,0.304524038,0.00215331,-1.391085442
OH,Ohio,2002,0,-0.590856565,0.302832934,0.002141352,-1.664027629
OH,Ohio,2001,0,0.40099626,0.304676684,0.002154389,-1.125334328
OH,Ohio,2000,0,0.402098765,0.303408898,0.002145425,-1.145329262
OK,Oklahoma,2018,0,-0.917895563,0.30907346,0.002185479,-0.258654588
OK,Oklahoma,2017,0,-0.938290871,0.308224984,0.00217948,-0.57909298
OK,Oklahoma,2016,0,-0.936076129,0.302289127,0.002137507,-0.57909298
OK,Oklahoma,2015,0,-0.903577042,0.303263158,0.002144394,-0.406693365
OK,Oklahoma,2014,0,-0.903678131,0.304880568,0.002155831,-0.406693365
OK,Oklahoma,2013,0,-0.683771375,0.30627177,0.002165668,-1.306314697
OK,Oklahoma,2012,0,-0.63548411,0.303151077,0.002143602,-1.36715219
OK,Oklahoma,2011,0,-0.286690355,0.302999133,0.002142527,-1.389950576
OK,Oklahoma,2010,1,-0.282986089,0.305847295,0.002162667,-1.391450874
OK,Oklahoma,2009,1,-0.28051982,0.305857474,0.002162739,-1.064276345
OK,Oklahoma,2008,1,-0.198958016,0.304483142,0.002153021,-0.825933503
OK,Oklahoma,2007,1,0.019528031,0.301167636,0.002129577,-0.69260381
OK,Oklahoma,2006,1,0.022394379,0.303500484,0.002146073,-0.686422753
OK,Oklahoma,2005,1,-0.07731923,0.303857222,0.002148595,-0.588511057
OK,Oklahoma,2004,2,-0.064775447,0.302831695,0.002141343,-0.577769722
OK,Oklahoma,2003,2,0.23347075,0.303091876,0.002143183,-0.443741372
OK,Oklahoma,2002,1,0.227680831,0.305729344,0.002161833,-0.45719796
OK,Oklahoma,2001,1,0.264821511,0.303418132,0.00214549,-0.409252261
OK,Oklahoma,2000,1,0.250657545,0.304183764,0.002150904,-0.435835927
OR,Oregon,2018,2,0.897165197,0.30631376,0.002165965,1.722120243
OR,Oregon,2017,2,0.913185858,0.304824135,0.002155432,1.796672725
OR,Oregon,2016,2,0.908384458,0.308308568,0.002180071,1.796672725
OR,Oregon,2015,2,0.848956112,0.304325383,0.002151905,1.279267952
OR,Oregon,2014,2,0.847138063,0.304066338,0.002150074,1.279267952
OR,Oregon,2013,2,0.978517096,0.304908947,0.002156032,1.552070914
OR,Oregon,2012,1,0.989216296,0.304829808,0.002155472,1.497526793
OR,Oregon,2011,1,1.072942086,0.306670219,0.002168486,1.190498305
OR,Oregon,2010,2,1.071137402,0.306121054,0.002164603,1.200012148
OR,Oregon,2009,2,1.039029706,0.304883428,0.002155851,0.600626037
OR,Oregon,2008,2,1.044123927,0.302716281,0.002140527,0.618626693
OR,Oregon,2007,2,0.905401232,0.304891831,0.002155911,0.396108192
OR,Oregon,2006,1,0.912760127,0.306948215,0.002170452,0.426612939
OR,Oregon,2005,1,0.773633022,0.303862038,0.002148629,0.476611858
OR,Oregon,2004,1,0.76217573,0.303033735,0.002142772,0.441355534
OR,Oregon,2003,1,0.93706565,0.30545048,0.002159861,0.46396829
OR,Oregon,2002,1,0.938307394,0.304568427,0.002153624,0.46936637
OR,Oregon,2001,1,0.89815533,0.305638784,0.002161193,0.511879029
OR,Oregon,2000,1,0.914740955,0.305448959,0.00215985,0.296252075
PA,Pennsylvania,2018,1,-0.638533422,0.307632897,0.002175293,-0.201037298
PA,Pennsylvania,2017,1,-1.584087877,0.306514284,0.002167383,-0.584390935
PA,Pennsylvania,2016,1,-1.583455187,0.304282505,0.002151602,-0.584390935
PA,Pennsylvania,2015,1,-2.006097724,0.309752193,0.002190279,-1.213359227
PA,Pennsylvania,2014,0,-2.003899092,0.308618592,0.002182263,-1.213359227
PA,Pennsylvania,2013,0,-2.181629949,0.309362503,0.002187523,-1.229835262
PA,Pennsylvania,2012,0,-2.161129348,0.313603452,0.002217511,-1.28236992
PA,Pennsylvania,2011,0,-0.133313571,0.302100511,0.002136173,-0.10221042
PA,Pennsylvania,2010,1,-0.134336205,0.303043744,0.002142843,-0.09653071
PA,Pennsylvania,2009,1,0.496267685,0.303529217,0.002146276,0.22241526
PA,Pennsylvania,2008,1,0.49137757,0.306100332,0.002164456,0.220477015
PA,Pennsylvania,2007,1,0.585931805,0.302165653,0.002136634,0.296011366
PA,Pennsylvania,2006,1,0.603709212,0.30255666,0.002139399,0.33323626
PA,Pennsylvania,2005,1,-0.154359663,0.306460835,0.002167005,-0.046281142
PA,Pennsylvania,2004,1,-0.164792504,0.30450914,0.002153205,-0.059099417
PA,Pennsylvania,2003,1,0.064508987,0.305874845,0.002162862,0.154023402
PA,Pennsylvania,2002,0,0.052331663,0.304013038,0.002149697,0.131175072
PA,Pennsylvania,2001,0,0.723054398,0.303324964,0.002144831,0.194622211
PA,Pennsylvania,2000,0,0.722755104,0.300495313,0.002124823,0.200596374
RI,Rhode Island,2018,2,-0.046015069,0.305554901,0.002160599,1.549448504
RI,Rhode Island,2017,2,-0.133114415,0.30283441,0.002141363,1.091333191
RI,Rhode Island,2016,2,-0.12679654,0.302759622,0.002140834,1.091333191
RI,Rhode Island,2015,2,-0.071355631,0.3057762,0.002162164,0.69735097
RI,Rhode Island,2014,2,-0.069542875,0.306365676,0.002166332,0.69735097
RI,Rhode Island,2013,1,-0.210825439,0.304255288,0.00215141,0.66764404
RI,Rhode Island,2012,1,-0.168077044,0.302887003,0.002141735,0.582422412
RI,Rhode Island,2011,1,0.022868632,0.305473446,0.002160023,0.449940345
RI,Rhode Island,2010,1,0.124855231,0.304312542,0.002151815,0.705500612
RI,Rhode Island,2009,1,0.170249087,0.303678877,0.002147334,0.799477467
RI,Rhode Island,2008,1,0.156364423,0.30418553,0.002150917,0.767129359
RI,Rhode Island,2007,1,0.190431065,0.303361451,0.002145089,0.858069
RI,Rhode Island,2006,1,0.194056048,0.30406588,0.00215007,0.860055415
RI,Rhode Island,2005,1,0.044734602,0.305525228,0.00216039,0.817901719
RI,Rhode Island,2004,1,0.04573675,0.308794883,0.00218351,0.833309486
RI,Rhode Island,2003,1,-0.112363665,0.303088071,0.002143156,0.592450534
RI,Rhode Island,2002,1,-0.118507017,0.304747633,0.002154891,0.58474901
RI,Rhode Island,2001,1,-0.127708577,0.302136868,0.00213643,0.477600097
RI,Rhode Island,2000,1,-0.128876995,0.306532312,0.002167511,0.569718072
SC,South Carolina,2018,0,-1.683523095,0.306380139,0.002166435,-0.526360982
SC,South Carolina,2017,0,-2.102089764,0.307007145,0.002170868,-0.711840487
SC,South Carolina,2016,0,-2.104072875,0.309137978,0.002185936,-0.711840487
SC,South Carolina,2015,0,-2.392370178,0.307959885,0.002177605,-1.063887497
SC,South Carolina,2014,0,-2.393613425,0.307735911,0.002176021,-1.063887497
SC,South Carolina,2013,0,-2.428990948,0.305398986,0.002159497,-1.707172047
SC,South Carolina,2012,0,-2.414781022,0.308746702,0.002183169,-1.68090418
SC,South Carolina,2011,0,-2.489821614,0.307992663,0.002177837,-2.104217765
SC,South Carolina,2010,0,-2.482449506,0.307733225,0.002176003,-2.097376742
SC,South Carolina,2009,0,-2.385828225,0.306385292,0.002166471,-2.365725363
SC,South Carolina,2008,0,-2.367661932,0.306520611,0.002167428,-2.284970372
SC,South Carolina,2007,0,-2.445872462,0.308484599,0.002181316,-2.486177902
SC,South Carolina,2006,0,-2.427284478,0.306085057,0.002164348,-2.434692175
SC,South Carolina,2005,0,-2.345031257,0.309010869,0.002185037,-2.254486526
SC,South Carolina,2004,0,-2.351624007,0.309211644,0.002186457,-2.288166407
SC,South Carolina,2003,0,-2.077748693,0.306997745,0.002170802,-2.125919836
SC,South Carolina,2002,1,-2.130167574,0.309848471,0.00219096,-2.255536828
SC,South Carolina,2001,1,-2.105061662,0.305977663,0.002163589,-2.178789282
SC,South Carolina,2000,1,-2.14861276,0.310804828,0.002197722,-2.259835071
SD,South Dakota,2018,0,-0.010225614,0.302927896,0.002142024,-0.66651691
SD,South Dakota,2017,0,0.021154955,0.303496636,0.002146045,-0.639809754
SD,South Dakota,2016,0,0.022306853,0.304015058,0.002149711,-0.639809754
SD,South Dakota,2015,0,-0.002626114,0.302709879,0.002140482,-0.703360956
SD,South Dakota,2014,0,0.002880607,0.304866719,0.002155733,-0.703360956
SD,South Dakota,2013,0,0.121902148,0.305367,0.002159271,-0.535230915
SD,South Dakota,2012,0,0.128895409,0.30370741,0.002147536,-0.535458546
SD,South Dakota,2011,0,0.27514746,0.30399751,0.002149587,-0.366863851
SD,South Dakota,2010,0,0.243677049,0.302217948,0.002137004,-0.377160627
SD,South Dakota,2009,0,0.287687218,0.305086291,0.002157286,-0.263507349
SD,South Dakota,2008,0,0.294927974,0.303434368,0.002145605,-0.26541058
SD,South Dakota,2007,0,0.240564824,0.303898813,0.002148889,-0.399264423
SD,South Dakota,2006,0,0.243852275,0.301510679,0.002132002,-0.3977011
SD,South Dakota,2005,0,0.369557613,0.305122715,0.002157543,-0.269580794
SD,South Dakota,2004,0,0.395569581,0.303257563,0.002144355,-0.216568488
SD,South Dakota,2003,0,0.399697031,0.306413908,0.002166674,-0.247245187
SD,South Dakota,2002,0,0.446464925,0.302555701,0.002139392,-0.260173597
SD,South Dakota,2001,0,0.437268171,0.305148534,0.002157726,-0.277420502
SD,South Dakota,2000,0,0.435752215,0.306384509,0.002166466,-0.296950791
TN,Tennessee,2018,0,-3.080718665,0.312782731,0.002211708,-1.404313758
TN,Tennessee,2017,0,-2.844328264,0.310234387,0.002193688,-1.74930891
TN,Tennessee,2016,0,-2.846570666,0.314193661,0.002221685,-1.74930891
TN,Tennessee,2015,0,-2.671467426,0.311786084,0.002204661,-1.714645483
TN,Tennessee,2014,0,-2.673500034,0.308768723,0.002183325,-1.714645483
TN,Tennessee,2013,0,-2.592194577,0.309202629,0.002186393,-1.934569185
TN,Tennessee,2012,0,-2.595326297,0.309751404,0.002190273,-1.934804453
TN,Tennessee,2011,0,-1.292319394,0.305428694,0.002159707,-1.381243279
TN,Tennessee,2010,1,-1.026359034,0.306547229,0.002167616,-0.848151406
TN,Tennessee,2009,1,-0.690563561,0.306425696,0.002166757,-0.758332139
TN,Tennessee,2008,1,-0.700561936,0.307725278,0.002175946,-0.769354282
TN,Tennessee,2007,1,-0.250349693,0.303499878,0.002146068,-0.642592284
TN,Tennessee,2006,1,-0.229205254,0.306388589,0.002166494,-0.637113006
TN,Tennessee,2005,1,-0.286245224,0.305612197,0.002161005,-0.656576361
TN,Tennessee,2004,2,-0.296717368,0.301459458,0.00213164,-0.684832483
TN,Tennessee,2003,2,0.387316098,0.306531131,0.002167502,-0.357196492
TN,Tennessee,2002,1,0.38129927,0.309206607,0.002186421,-0.355009089
TN,Tennessee,2001,1,-0.596980634,0.303547374,0.002146404,-0.777531911
TN,Tennessee,2000,1,-0.633198243,0.30713674,0.002171785,-0.80860659
TX,Texas,2018,0,-0.364201709,0.306753169,0.002169072,-0.185912428
TX,Texas,2017,0,-0.622122976,0.304573218,0.002153658,-0.780793325
TX,Texas,2016,0,-0.624743427,0.305147902,0.002157722,-0.780793325
TX,Texas,2015,0,-1.107655762,0.305943999,0.002163351,-1.30560311
TX,Texas,2014,0,-1.09993243,0.306011381,0.002163827,-1.30560311
TX,Texas,2013,0,-1.000407288,0.305418854,0.002159637,-1.190199424
TX,Texas,2012,0,-0.980139516,0.302602623,0.002139724,-1.199580127
TX,Texas,2011,0,-0.62784634,0.304514575,0.002153243,-1.165113733
TX,Texas,2010,0,-0.504009299,0.30610942,0.00216452,-0.651473437
TX,Texas,2009,0,0.027753941,0.302765423,0.002140875,-0.394797383
TX,Texas,2008,0,0.029587018,0.305475553,0.002160038,-0.678426038
TX,Texas,2007,0,-0.36975171,0.302516282,0.002139113,-0.985932825
TX,Texas,2006,0,-0.352445335,0.305677502,0.002161466,-1.057641301
TX,Texas,2005,0,-0.43058215,0.30360975,0.002146845,-0.995271745
TX,Texas,2004,0,-0.416313857,0.303953193,0.002149274,-1.042941998
TX,Texas,2003,0,-0.07734104,0.304355188,0.002152116,-0.950097303
TX,Texas,2002,1,-0.07081385,0.305203951,0.002158118,-0.866119601
TX,Texas,2001,1,0.037394815,0.303921091,0.002149047,-0.786203328
TX,Texas,2000,1,0.027978127,0.304534703,0.002153386,-1.064388829
UT,Utah,2018,0,-0.306362094,0.304964917,0.002156428,0.797427512
UT,Utah,2017,0,-0.42816911,0.30303748,0.002142799,0.652469473
UT,Utah,2016,0,-0.424047536,0.304634946,0.002154094,0.652469473
UT,Utah,2015,0,-0.393758625,0.304908825,0.002156031,0.285714092
UT,Utah,2014,0,-0.389311676,0.303160127,0.002143666,0.285714092
UT,Utah,2013,0,-0.328408056,0.302771866,0.00214092,0.465954906
UT,Utah,2012,0,-0.31134413,0.304714076,0.002154654,0.38365458
UT,Utah,2011,0,-0.059051547,0.305718509,0.002161756,0.364171709
UT,Utah,2010,0,-0.068106558,0.302998393,0.002142522,0.365260178
UT,Utah,2009,0,0.284145824,0.302809455,0.002141186,0.107370493
UT,Utah,2008,0,0.385116033,0.301762247,0.002133781,0.39286547
UT,Utah,2007,0,0.007895109,0.30275258,0.002140784,0.142201721
UT,Utah,2006,0,0.012457284,0.30250679,0.002139046,0.143063574
UT,Utah,2005,0,0.046105056,0.302780437,0.002140981,0.245666335
UT,Utah,2004,0,0.04981046,0.301337448,0.002130778,0.255842976
UT,Utah,2003,0,0.141559791,0.302230613,0.002137093,0.263631516
UT,Utah,2002,0,0.139666553,0.306445523,0.002166897,0.259295727
UT,Utah,2001,0,0.691372451,0.304132515,0.002150542,0.625664875
UT,Utah,2000,0,0.68589972,0.304601361,0.002153857,0.330637253
VT,Vermont,2018,2,0.388816478,0.304323592,0.002151893,2.192974429
VT,Vermont,2017,2,0.395387944,0.304018275,0.002149734,1.79548693
VT,Vermont,2016,2,0.397970288,0.304580544,0.00215371,1.79548693
VT,Vermont,2015,2,0.387224202,0.302249228,0.002137225,0.535409569
VT,Vermont,2014,2,0.34015286,0.303506792,0.002146117,0.275600306
VT,Vermont,2013,2,0.388472622,0.306938236,0.002170381,-0.0890164
VT,Vermont,2012,2,0.420580953,0.305467391,0.002159981,-0.051091715
VT,Vermont,2011,2,0.405848907,0.302844938,0.002141437,-0.185707024
VT,Vermont,2010,1,0.404691305,0.302587355,0.002139616,-0.190321488
VT,Vermont,2009,1,0.418850129,0.306533613,0.00216752,-0.030272717
VT,Vermont,2008,1,0.418423628,0.304057111,0.002150008,-0.011870418
VT,Vermont,2007,1,0.398242943,0.307354062,0.002173321,-0.140287003
VT,Vermont,2006,1,0.404011976,0.303399767,0.00214536,-0.155680227
VT,Vermont,2005,1,0.41971687,0.305798821,0.002162324,-0.070049975
VT,Vermont,2004,1,0.435977232,0.303373264,0.002145173,0.028946803
VT,Vermont,2003,1,0.403902615,0.302148766,0.002136514,-0.123973792
VT,Vermont,2002,1,0.404542501,0.305139314,0.002157661,-0.060767464
VT,Vermont,2001,1,0.424939227,0.302661345,0.002140139,-0.033882699
VT,Vermont,2000,2,0.439595953,0.306776175,0.002169235,0.024590197
VA,Virginia,2018,1,-0.193558422,0.304347902,0.002152065,-0.790087426
VA,Virginia,2017,1,-0.64706777,0.304948265,0.00215631,-0.978168785
VA,Virginia,2016,1,-0.649384596,0.303142182,0.002143539,-0.978168785
VA,Virginia,2015,1,-1.612305103,0.305189122,0.002158013,-1.389567666
VA,Virginia,2014,1,-1.615183511,0.308420565,0.002180863,-1.389567666
VA,Virginia,2013,1,-1.854695424,0.307151317,0.002171888,-1.907951229
VA,Virginia,2012,1,-1.883254992,0.307077655,0.002171367,-2.106002381
VA,Virginia,2011,1,-0.335170579,0.305604859,0.002160953,-1.12270375
VA,Virginia,2010,1,-0.332324747,0.30254162,0.002139292,-1.14522912
VA,Virginia,2009,1,0.284856237,0.30485463,0.002155648,-0.657795607
VA,Virginia,2008,1,0.271681741,0.306931292,0.002170332,-0.670167247
VA,Virginia,2007,1,-1.373140343,0.303462343,0.002145803,-1.709324328
VA,Virginia,2006,1,-1.350070602,0.307050365,0.002171174,-1.643636411
VA,Virginia,2005,1,-0.969017545,0.303138652,0.002143514,-1.258098421
VA,Virginia,2004,1,-0.973984858,0.303779475,0.002148045,-1.252660485
VA,Virginia,2003,1,-1.016093121,0.306563539,0.002167732,-1.446982918
VA,Virginia,2002,1,-1.019231401,0.306411888,0.002166659,-1.430800096
VA,Virginia,2001,0,0.111691155,0.303574011,0.002146592,-0.765961228
VA,Virginia,2000,0,0.123404623,0.305080214,0.002157243,-1.063778005
WA,Washington,2018,2,1.88969311,0.308873756,0.002184067,1.703607803
WA,Washington,2017,1,1.77891655,0.306851012,0.002169764,1.551733191
WA,Washington,2016,1,1.783452402,0.303981125,0.002149471,1.551733191
WA,Washington,2015,1,1.836089071,0.304937381,0.002156233,1.226576306
WA,Washington,2014,2,1.83467408,0.306350098,0.002166222,1.226576306
WA,Washington,2013,2,1.792541204,0.306816694,0.002169522,1.139301056
WA,Washington,2012,2,1.823912426,0.304701276,0.002154563,1.129547613
WA,Washington,2011,2,1.732799527,0.306829366,0.002169611,0.792101962
WA,Washington,2010,2,1.730896153,0.305670707,0.002161418,0.784729716
WA,Washington,2009,2,1.288360574,0.305654709,0.002161305,0.355753008
WA,Washington,2008,2,1.282981847,0.305498273,0.002160199,0.356329669
WA,Washington,2007,2,1.377904412,0.307838392,0.002176746,0.317706014
WA,Washington,2006,2,1.390247377,0.304479943,0.002152998,0.042834783
WA,Washington,2005,2,1.423662835,0.307241297,0.002172524,0.249886765
WA,Washington,2004,1,1.533564605,0.304855919,0.002155657,0.504941732
WA,Washington,2003,1,1.369950245,0.302695485,0.00214038,0.266698705
WA,Washington,2002,2,1.364127246,0.301459776,0.002131643,0.234096507
WA,Washington,2001,1,1.497041985,0.306111859,0.002164538,0.356932765
WA,Washington,2000,1,1.493236907,0.304524391,0.002153313,0.334095547
WV,West Virginia,2018,1,-0.166235354,0.303734681,0.002147729,0.762387765
WV,West Virginia,2017,1,-0.174859267,0.305521307,0.002160362,0.778162528
WV,West Virginia,2016,1,-0.175330951,0.303556273,0.002146467,0.778162528
WV,West Virginia,2015,1,0.050155809,0.30549433,0.002160171,0.297775749
WV,West Virginia,2014,2,0.054623297,0.30114617,0.002129425,0.297775749
WV,West Virginia,2013,2,-0.161624398,0.303899935,0.002148897,0.316831074
WV,West Virginia,2012,2,-0.137834642,0.304534172,0.002153382,0.239646347
WV,West Virginia,2011,2,-0.025122342,0.302592226,0.00213965,-0.46435683
WV,West Virginia,2010,2,-0.021890783,0.299877542,0.002120454,-0.465854862
WV,West Virginia,2009,2,0.00697052,0.303038056,0.002142803,-0.390567153
WV,West Virginia,2008,2,0.0217736,0.302944646,0.002142142,-0.365937026
WV,West Virginia,2007,2,-0.017460237,0.30223357,0.002137114,-0.493603799
WV,West Virginia,2006,2,-0.003418189,0.303007052,0.002142583,-0.469174562
WV,West Virginia,2005,2,0.01632653,0.303000055,0.002142534,-0.248632603
WV,West Virginia,2004,2,0.003941826,0.304386787,0.00215234,-0.299147342
WV,West Virginia,2003,2,-0.010034688,0.301120963,0.002129247,-0.645732067
WV,West Virginia,2002,2,-0.008884764,0.303527864,0.002146266,-0.638447297
WV,West Virginia,2001,2,0.006668961,0.303615088,0.002146883,-0.607663406
WV,West Virginia,2000,1,0.009799203,0.303463226,0.002145809,-0.615918636
WI,Wisconsin,2018,0,-1.919140922,0.307154685,0.002171912,-0.70463598
WI,Wisconsin,2017,0,-1.714245378,0.305757085,0.002162029,-0.51555787
WI,Wisconsin,2016,0,-1.714748312,0.307093962,0.002171482,-0.51555787
WI,Wisconsin,2015,0,-1.33589273,0.308757064,0.002183242,-0.622938147
WI,Wisconsin,2014,0,-1.334414577,0.305228236,0.00215829,-0.622938147
WI,Wisconsin,2013,0,-1.437229465,0.304793541,0.002155216,-0.618598316
WI,Wisconsin,2012,1,-1.411951219,0.304111414,0.002150392,-0.6185213
WI,Wisconsin,2011,0,0.747729777,0.305706451,0.002161671,0.52130045
WI,Wisconsin,2010,2,0.99268636,0.304355062,0.002152115,1.009658689
WI,Wisconsin,2009,2,0.9237828,0.30394091,0.002149187,1.258812426
WI,Wisconsin,2008,1,0.917615584,0.302582473,0.002139581,1.25230908
WI,Wisconsin,2007,1,0.900862137,0.302971445,0.002142332,1.131429143
WI,Wisconsin,2006,1,0.905738259,0.305619585,0.002161057,1.127679261
WI,Wisconsin,2005,1,1.071686578,0.304694569,0.002154516,1.315454136
WI,Wisconsin,2004,1,1.065468418,0.3046735,0.002154367,1.273207418
WI,Wisconsin,2003,1,1.349274837,0.30812049,0.002178741,1.501466567
WI,Wisconsin,2002,1,1.34657255,0.307756442,0.002176167,1.498009644
WI,Wisconsin,2001,1,1.111850822,0.303703487,0.002147508,1.351485085
WI,Wisconsin,2000,1,1.115513785,0.305003275,0.002156699,1.368876366
WY,Wyoming,2018,0,0.184083752,0.303932362,0.002149126,0.236143056
WY,Wyoming,2017,0,0.18367028,0.303951862,0.002149264,0.078469629
WY,Wyoming,2016,0,0.183527451,0.301047701,0.002128729,0.078469629
WY,Wyoming,2015,0,0.135521985,0.303981886,0.002149477,-0.24387801
WY,Wyoming,2014,0,0.137422193,0.301061581,0.002128827,-0.24387801
WY,Wyoming,2013,0,0.175444427,0.299546571,0.002118114,-0.081287795
WY,Wyoming,2012,0,0.165989788,0.302306637,0.002137631,-0.066726221
WY,Wyoming,2011,0,0.262589272,0.303643427,0.002147083,-0.037930788
WY,Wyoming,2010,1,0.252148736,0.304692724,0.002154503,-0.052714476
WY,Wyoming,2009,1,0.262488326,0.30221409,0.002136976,-0.174128787
WY,Wyoming,2008,1,0.257081896,0.303551028,0.00214643,-0.200102452
WY,Wyoming,2007,1,0.281752351,0.302431917,0.002138517,-0.220108326
WY,Wyoming,2006,1,0.28337422,0.30461898,0.002153981,-0.219706035
WY,Wyoming,2005,1,0.289334709,0.303282239,0.002144529,-0.132459374
WY,Wyoming,2004,1,0.302964248,0.30358516,0.002146671,-0.112566385
WY,Wyoming,2003,1,0.403754554,0.302123928,0.002136339,-0.163668549
WY,Wyoming,2002,0,0.403670088,0.305490791,0.002160146,-0.18801285
WY,Wyoming,2001,0,0.61894866,0.304193622,0.002150974,-0.038264237
WY,Wyoming,2000,0,0.611419799,0.299779649,0.002119762,-0.090987041
